id,question,choice_A,choice_B,choice_C,choice_D,choice_E,answerKey
932b16a04fda78d31399af77513082c9,"There was only one place that specialized in sports equipment in the town, what seemed really had a shop for everything?",school,sears,arena,mall,grocery,D
3f004a9096858d8e3ccc8090f5c6bcf6,"Sarah rented a cabin in the woods, but it was so large and spacious that it felt more like what?",palace,villa,spacecraft,hall,liner,A
28c153df036d4a887c6accc58b3b914e,"The roadway passed a sign and gate house, what was behind the gatehouse?",city,narnia,subdivision,neighborhood,countryside,C
e7e5f05b8f359cefd60c3ff89a7f9403,What would you put on your foot first before anything else?,fungus,shoe,grave,table,sock,E
7f61d479620f3d5fbc5eb2f0255968c3,"Sometimes things don't concern people themselves, this often leads them to what about the result?",care less,talk to each other,play golf,trip over,pay attention,A
c88c7fe329d28234b566aa6684e9f9c4,"You can land, claim your things, and go right to a bus stop where?",airport,city,urban area,towns,bus station,A
df2e4f954d9c78e69ce088ef1a8c057f,"If you were Greek and saw a shark here, where are you?",pool hall,mediterranean sea,seafood restaurant,gulf of mexico,south pacific,B
a7ed040a02457330dc9780bf61e6ed96,If you need more than just a definition perhaps you should put down the dictionary and pick up a what?,novel,see work,thesaurus,determine word's definition,encyclopedia,E
971379e8d51ae132c6ca6fa14aecd4d0,"This city in Northern Norway is filled within things to do like Polar Nights half marathons and located in the middle of the Northern lights oval, which city is it?",northern,nome,tromsø,finnmark,vadsø,C
df13726899608206b84c4e28aa85cc03,Another result of changing society could be what?,confusion and chaos,depression,better standard of living,sometimes bad,anger and depression will not change the society .,C
c13501c6f27f7cf5477a0afc8155c289,Where do people with the same faith meet?,synagogue,church,conference,car show,montana,A
d29f6edfebec4b89536886e4fa361d7c,"He was constantly chasing their love, and it seemed being a success was the only way to what?",being an upstanding citizen.,please parents,take oath,procreate,kiss,B
2311f7ca032b47b889ba604f0e8c7988,"If a person is unhappy, what would be the opposite of that?",joyful,exuberant,glad,happy,fat,D
dbb4df554b6ddd2ba32cde1ac78d6d30,"The teacher's pet loved answering questions, each correct answer brought her more what than the last?",hate,confusion,satisfaction,teaching,panic,C
2c39f1c037c9ab0453ce41dc39ab22af,"In the city the family didn't have a back yard, but now they did since they lived in a what?",farm,suburb,property,neighborhood,yards,B
38d7e1b1a2ce801131bbf1719e9af43f,What might happen to someone if they were found guilty of committing perjury?,embarrassment,mistrial,going to jail,laywer,tension,C
0b93320f296e10ceffaf2f6f0c9a5730,When not in a city where would expect to see a bald eagle?,painting,aviary,rural area,zoo,colorado,C
96e2d5ac976c62e3af355d5a2f2637e7,"I want some original paintings to put on my wall, where should I go for instpiration?",art show,classroom,labyrinth,corner,paint store,A
f26ff83c73249059ed9d0a3d8a358589,Where would a person go if he or she wants to get a good view?,hill,building,family,water cooler,space shuttle,E
47ba1fcbb912c1fd68f596a4471ec2d4,If you hit someone while driving what could happen to that person?,deaths,get arrested,moving,using gas,may die,E
efe69c214da61f213c091b1a4eea55c1,"The woman experienced great joy, but despite that this was a what?",misery,sadness,bad time,sorrow,play time,C
e034b198a4da90094d38df8693d303fa,"Jim wanted to make a fortune but didn't like physical labor or dealing with people, what did he try studying?",cookie,real estate,stock market,treasure chest,treasure hunting,C
ee722bf6d44de65b4c9c61ad9086313e,Joe put clear tape on his glasses because he did not want to do what to his field of vision?,obscure,confusing,change,opaque,thick,A
b9ddb7ef7049faeacf5552d225df9915,When people travel they usually don't have to worry about medical emergencies because hospitals are where?,people are,military base,every state,major city,urban area,C
84e983f432647531b55b8b72c12fb78a,"Joe suffered many consequences from stabbing a stranger to death.   Among them, the family of the victim did something to him. What was that?",knife wounds,buy a gun,bleeding,jail time,law suit,E
1f59790e6c9217cc98518f8ce482e8ad,"Work can be a grind, it makes you appreciate times of what?",unemployment,earn money,sleeping,relaxation,do nothing,D
9e66e75f5ab9bcfcd604859186606334,What type of game causes players to use their head on the ball?,sporting event,head ball,stadium,soccer game,hockey game,D
25f24bf27c62f862f9d01a86b77dab48,Billy was a solider.  He joined the military because he wanted to do what?,to marry,fight for freedom,report for duty,wait for orders,receive orders,B
06d142c0c16b5685559ed3f3a0121d96,"After a person celebrates an occasion for hours on end, what might the person experience?",hangovers,being happy,drinking,becoming tired,nirvana,D
a16c6ed051a54b888409ad44fb157669,When watching a movie in a theater it is important to listen to the dialogue so the crowd in the theater must be what?,understand,able to hear,pay attention,very quiet,shut up,D
52cbc5edef2b14e075a60fdf2e044081,John is an omnidiciplinarian. Where might he find success?,ocean,working hard,various situations,michigan,awards ceremony,C
9e946b56075e2da473ce62f22cd791b5,"If a sailor sets off on a voyage, where might they stow a suitcase?",cargo hold,airplane,baggage compartment,movie,boat,A
6e91298db4fa5bcb428756fa5888b48c,"He was told everybody is beautiful in their own way, however what he saw in the mirror he found what?",charming,grotesque,cloudy,overcast,hideous,E
e40e6e6cc22f337710df72fe39cb639e,"He was a walking stereotype, his glasses were thick and he was what?",sparse,slim,runny,brainy,obesity,D
031f641298cffdc4f67712834500526b,"Her dog was getting too close to the street, she yelled for it to get away and do what to where she pointed down?",come here,being here,home team,come back,available,A
59f5f6c70e7309bd51ca16496e7ea376,"They needed a machine to help with their studies, it was used often in the where?",industrial area,restaurant,house,laboratory,office,D
71519c19654251cced50c5718fd527c1,What do you normally get out to get yourself a drink?,bucket,backpack,getting drunk,cup,cabinet,D
5b41ef24202a7f27f640f2fb4e778357,Where are a lot of offices in New York?,school building,skyscraper,business,grocery store.,work,B
56b82e600fb3fef423c49f7515a4cd17,"The Canadian was travelling, he visited where in the southwest?",canada,texas,peru,oklahoma,new mexico,E
6e7a531df01ec7e26580f08da80a78fc,Johnny and bill fought over money.  Johnny wanted it to be over.  What might he choose to do?,control people,settle everything,buy food,increase power,kill bill,B
8de51cc1ae7bdf8c6e4cbccf1675861b,What are you consuming if you are listening to music?,vibrations,entertainment,smile,calm,relaxation,B
ee99cb383ffc284da593c843df3a2322,"It seemed the artist now spent more time dreaming than creating, it was as if was waiting for a random strike of what?",car accident,nightmares,inspiration,wake up,hallucination,C
165a96bd3b03db4079b9af92af22ae99,"He admired the neck and bridge, and then decided to play the what?",tunnel,stringed instrument,transportation system,spectacles,radio,B
a001282deae67ad98afb3a6092e09c61,Where might I find a mailbox and also buy stamps?,front yard,street corner,post office,school,apartment complex,C
8c80c23ca539a53b2e520f42cd247918,"The employee asked which kind of meat and bread the customer wanted, they chose to have a what?",fork,freezer,ham sandwich,frying pan,oven,C
d215ad0afa9d7da604470e9bc302c95f,What do you feel when successful when competing against a worthy adversary.,encouraging,one winner,injury,pride,proud,D
694fc37d852dfa59079a0e478731bda4,It was tradition for the team to enter what through the central passage?,access rooms,arena,public building,access carrers,tomb,B
4580e8636dfec3a74ce102cd42cf74ea,"If people are informed of an imminent war, what do they do next?",believe in god,worship idols,hope for peace,form opinions,buy tanks,C
a722605577347dc28e4d543ce76b0407,What can I use in order to play a disk in a portable device?,cd player,computer hard drive,music,data storage,computer store,A
cf1d007a85f41d0738362c31852bf067,"When a play starts in an auditorium, what tends to fade out?",lights,theater,other people,crowd,high school,A
7faf52f7ecdf41d08979a8032dcf39df,"The religious community was having a bake sale, it took place in the basement of the what?",closet,parking lot,office building,own house,church,E
6a11157f82fc71ffad3b101de49b8d7d,John wants to buy a writing instrument and paperclips. Where would be go?,desk drawer,office supply store,writer's hand,stationery store,purse,B
63a4903556bdcf0b9a34fe213254bdc9,Where would you likely find a spa alongside similar services?,sweden,health centre,backyard,house,country club,B
38e64e4014d6c17479d6f0604c46af76,"It was a stunning sight to the explorer, the garden oasis in the middle of the what was the most beautiful thing he had seen?",hop garden,wasteland,parking lot,sand dune,desert,E
0aeb76dec4897054975b01a17f4b8fa0,Why would a person drop out of school?,successful in life,done learning,own house,more leisure time,not feel pain,D
02f2b4c6096a20255d37bbe140cc3604,Where can many merchants have their stores under one roof?,supermarket,store,mall,market,shopping center,C
f5baaaf2ba2034e192eef0d4cdc8aead,"John wanted respect, but  Lud didn't even act like he was alive.  What was Lud doing?",befriending,disparagement,ignoring,dishonor,contumely,C
ba5bda842a076494b7602a34a89d5a0a,You don't usually find a mall in what areas outside big groups of people?,downtown,large city,montana,urban area,suburbs,E
5ab318e57442bdaea289a6ceab43de61,Where would you give something other than money to a clerk?,ticket booth,at hotel,shop,bookstore,post office,E
3b6a8321ebfba3fa2f054345190e4205,Where do people eat at dining tables together at work?,house,formal dining room,cafeteria,conference room,doing jigsaw puzzles on,C
97002c867dea1759fe57b55f87bcc2d5,"Sex is easy to get, but the easiest sex to get does what?",last hour,cloud judgment,a concussion,cost money,sell beer,D
b96bda232c23d5552540994fea1dabe4,Where do you go to see a religious statue?,church,new york city,museum,cathedral,central park,A
2713983edc30c6391b9aa4ef2cb7ed79,Sam went to Paris where he ordered a blowfish at a sushi place.  Where was Sam?,books,france,fish market,atlantic ocean,cuba,B
3f038d9fa43f235913d4fb929a4c84d7,If you spend time doing what you will need a rest?,pay debts,wakefulness,resthold,active,in motion,D
1910bea1771b47948d08c11b45b32389,Where is quiet conversation likely to take place?,friend's house,party,dinner,stadium,water cooler,C
2020facfb2e640e358197808fdfc6eb6,What does a person do in a garden?,work,catch cold,plant flowers,gain respect,fish lake,C
9f468ca8e00308c1159fcc9adf6f45ff,After attending school for twelve years what do you do?,inspiration,much work,boredom,graduate,degree,D
59682dc5996c40b801051f9fea199ae0,When talking to someone what should you maintain?,being heard,eye contact,connection,conversation,not listening,B
d3d94c6a27a16683334c181aac80e6e4,Where will you find more than one door?,wall,hardware store,apartment,building,office,C
00ea6f8c87daf4591a54b2a10e5ae623,"The students helped build the backdrop, it was just one of the parts of putting on their little what?",theater,theatre,stage show,photography studio,mini project,C
c4007cd739aee9350b92066c69bdbe3a,Space is the most important character on a keyboard. What basic thing do you need space to write?,paragraph,sentence,box,front,words,B
a9fb3dc8c8086e244e4367f33a12509f,Who said ignorance was not an excuse for the crime?,learn about subject,learn new,find truth,is bliss,judge,E
768c7a0413e87306c9242f1982181c4d,"The guy ate a lunch of onions, sardines, and garlic, what did he have as a result?",bad breath,no friends,farts,late for work,gain weight,A
35fa218271f4d47503f7420ab1be8568,"The beaver swam through the country he symbolized, where was he likely to be?",japan,ontario,washington,woodlands,books,B
7f4f68fca2967e2dce77bdec8d2e08fd,"Where could there be many couch, all with people sitting on them?",restaurant,rest area,apartment,neighbor's house,waiting room,E
6108197ba8ebea8fb8107e63145d1756,Where would a person go for a wound that is urgent?,battle,hurt,emergency room,injured person,hospital,C
6939d215849a3582fdf54e7506318e47,"Mary was in motion the whole time.  From per perspective, it looked like everyone else was what?",stopped,stillness,standing still,static,being still,C
21a5ef5a9b89f119c03532c486975c55,"When people eat more food than they need on a daily basis, what tends to happen?",become angry,obesity,gain weight,agree or disagree,pay bills,C
9f782d67e65a35896c6d03d188fc5d69,What is the opposite of an odd number?,expected,even,irregular,habitual,regular,B
aaf2dcc0b3b01a175b202273cff0aa02,Where are woods likely to not have evergreens?,tract of undevolped land,country,cut trees deer,rural area,northeast,E
9773369e220a97f62eabb55fbf70e7b9,Where is a telephone booth likely to be red?,airport,gotham city,london,city,gas stations,C
4984eaa94c80a6bdd49a13d2dd7b6ac3,Where would you expect to hear a clavichord being used?,music hall,museum,movie show,music room,parlor,A
7fc9df3e61a10b062fca52d2b5ad3184,Where do you see signs that give direction while moving fast?,freeway,fork in road,demonstration,jogging,state park,A
5281d93d60f0211457be3fbe391b6953,"Eating breakfast in bed can make you feel what, assuming that you don't spill anything?",vomiting,pleasure,happiness,contentment,mess,D
cbab7a046c81af1c5b6da93d714059b9,What do people do when they remember that they left their oven turned on?,learn from each other,jump to conclusions,hurry home,build trust,talk to each other,C
4c03e6b7b6ae4b504ea0888b2902f395,Where is a stereotypical place you would find police?,town,wrong place,donut shop,station,direct traffic,C
f9e2b581daa96711fa81920a87c09e04,WHat is the most fun way to get in shape?,feel good,sitting down,sex,overweight,disciplined,C
8041e76804e8a914f39efe87524c9b17,What is something that would become uninhabited if it did not have a queen?,castle,bee hive,beehive,england,a drag show.,B
967f2bd0334474a1eacaffb2a0a82b28,What do you do to an old clock to reset the time?,drop,wind down,stop working,continue ticking,tell time,B
c7b5e61a774c65c466dd90d27080f470,"When having food at a formal place, what do you usually do?",sit,being sociable,talk,drinking,medium,A
efe6257866abfd5618c30928fbc619a4,"He never used window cleaner on his screen, he had heard it wasn't good for cleaning his computer's what?",theatre,movies,drive in movie,monitor,closet,D
4a4de5b5ef68561e9a431f75f99063ed,John put something on the night table.  But he forgot about it in the morning because it was unfamiliar. Where was he?,in jail,homes,hotel,furniture store,hallway,C
f8e3a28ebe889a2117786dd956866780,If you are getting drunk you will need to drink what?,booze,ethanol,sauce,consumption of alcohol,drinking alcohol,A
f69afe344d71dc3468392d7c98fa4e85,"The text made no sense, it was just a random what?",sequence of words,book,hatred,fade,analyzing,A
3c9f109b60d68485218ff74122d19e13,"She was taken aback by his real personality, what were other past boyfriends like to her?",a figment of her imagination,fictitious,artificial,fiction,imaginary,C
9bef538443cfe1375227a94c65328185,Where would you keep a cardboard box full of car parts?,post office,garage,trash,under bed,warehouse,B
95f52e49bc4e33e5f21fbd9b4771036c,"When two people who love each other are alone, they will probably try to contact each other and get what?",with others,with people,crowded,together,contact,D
6364412a9c394180a5ec68244ad69c82,What is helping likely to make someone have?,enjoyment,better world,good feelings,contentment,feel good about yourself,C
411b40d253960936de500ef3a57d650b,Billy was smart but inexperienced.  In many ways he was what?,garish,bright,ignorant,make invisible,backward,C
ed4f903a8f6303eca54d9c7cb18d8274,"He was an expert in hieroglyphics, can you tell me the location of his excavation?",desert,egypt,montana,work area,in dirt,B
d8068a0338111170310e240e43cde46e,What does lying about oneself likely to lead to?,feeling guilty,problems,getting caught,hurt feelings,being fired,B
ee9f2192e73c377c1b4e53b7a5e63a7a,Celebrating with too many drinks will lead to what kind of pain the next morning?,nausea,intimacy,drinking,riots,headaches,E
fa2b1b7023ed7ab9eb73d0f0f44f6e45,Where might you have cake with your ice cream?,earth,movie,party,served cold,freezer,C
fb615223481d7dded87dfa44fddc7b90_1,A poet may need to go where to achieve learning as an adult?,classroom,english class,university,book store,home,C
afb58e2bf50b34bce67e7b10a8ead8e8,"The kids were living big in the big city, the went to a nightclub on the lower east side of where?",drink and dance,building,toronto,manhattan,downtown area,D
6b819727eb8a670df26a7ffad036c119,"""There are 10 apples on an apple tree.  Three fall off.  Now there are X apples.""  What is this an example of?",park,coloring book,garden center,math problem,gravity,D
17dcd3b9741b651126cff5cae15e3823,What would you do to a television after you finish using television?,entertainment,choosing,change channel,fall asleep,turning off,E
61f22cb24a48ebee1302161e6a1dc736,"If one sees a fox and is standing in a coastal, gulf state, where is this person?",alabama,louisiana,south carolina,arkansas,mountains,B
a74b9266de3c155863231cc6eae36dce,Where would there be many people sitting in chair and listening to religious speech?,auditorium,office,synagogue,confession,church,C
706cbc0fdb4653a8e2403e00d8496741,Putting on a professional stage play requires what kind of effort?,serious,having fun,laugh,musical,doing nothing,A
549131a7642ca3a53182e0e87bd8add8,What area would you find a large number of wheat fields?,countryside,mill,bread,eat cake,farmer's field,A
311e343ebc62c13735781744eb2b7b77,Sam and June bought loose corn because it was less expensive than what other variety?,footloose,bound,packaged,cobbed,compact,C
7a15e05ae265b9022c3f850e9aae796e,What happens inside of you when you have anger?,destroy enemy,write letter,explode,punch,release energy,E
772d39d3c792a578926e1c99a3815773,What is the furthest emotion away from unhappy?,glad,joyful,happy,delighted,happy,B
a2961571b9e6f9041b8631d631d8d9e0,Sam went climbing but wasn't good at it. He was nimble and had what?,fingers,dexterity,skill,muscles,strength,B
49168fde7afd20f1ce1b826a19b2c214,Rap is not usually associate with what music often performed by an orchestra?,folk,rock,good music,country music,classical,E
d365ed78590354f1bda41068fa5cae27,"The student was contemplating the problem, that's when he made the what that led him to the answer?",action,discovery,reflection,deciding,thinking,B
b0d19d6d4884459657ea939444d256c6,What are you about to do If you're going to study in a library?,concentrating,concentration,settle down,read books,concentrate,D
a8289ae1bf7e2364dbfe95b4a105d4a7,What do children like to do on a ranch?,pet the horses,ride horses,play games,watch tv,learn together,B
45a024e66b1736450ab627906cd0cb36,"The roommates were young and irresponsible, it was always a mess at their what?",apartment,table,office,desk,closet,A
0dd1e5289b7d3e5e74dc397d955ba4ab,Where is an athlete likely to be showcased by local fans?,sporting event,museum,stadium,locker room,olympics,A
54ff7fdb23e7145db3995ae3425e7e2d,"It was a very expensive wristwatch, when he wasn't wearing it he kept it displayed in it's what?",jewelery box,hock,jewelry store,case,dresser,D
079f94ba8a6015bc40f59f614326a38c,"Some might say that if you want to do something that results in changing society then you need to start from within, to do this what would you be doing?",riots,vote,change yourself,social activism,change clothes,C
feedbb011fd63ce0cbc2c23a2cab3cc9,"Although he didn't reply to the email, what did he do with it since he found it funny?",ignore,delete,forward,question,ask,C
813379f6e687df97e525b649c38c9896,What event would soldiers be trained to use explosive devices?,bomb,construction site,landmine,emergency,war,E
bd77144df7eb9b70f7e967d8a5e823f6,"The cover was a hindrance to the diners, so what did they do with it?",underneath,opening,divert suspicion,leave open,landcover,D
f63b27133fcef1daaf62fa4047fd5f45,If a human hits their hand on something it is their own what that caused it?,muscles,inner voices,two arms,one body,stupidity,E
b81dc8582cbc36f986760088f50fdd1e,"In a barbershop, what is the most important tool the barber uses?",commercial area,razor,water,city,scissors,B
8c2c06de381e94dcf7d6fc28c6161280,Where are you if you've paid to be in a dinning room?,own home,table to eat on,mansion,restaurant,table to eat on,D
8a6c66523adf3436972b0c1bdea304b8,What can you use hear other people but not be heard yourself?,television,radio,telephone,mouth,song,B
5d99898aa689654fe8aa3c4a9c98fb7d,"When you are expressing yourself by yelling after getting a bruise, what are you feeling?",self pity,communication,understood,pain,embarrassment,D
b4fa33eb5ed360383f91d84b8d3690cd,"If someone was in much pain they may need medicine, they would probably go where?",pharmacy or medicine cabinet,hospital,bathroom,jar,mug,B
a6c294c0a33d9d23159d62f8e32ebea4,What country has a large amount of trophy hunters?,bears,africa,region,great outdoors,asia,B
33fd140e08ec921cc291c777a8751e3e,"He took a toll road and ended up in a state he couldn't spell, it was probably which one?",new jersey,new york,minnesota,eastern united states,connecticut,E
d3e4ac36d280d201374eae31a1276319,Sally knows a person who works at a distillery.  He takes public transportation to his job every day. What is his job?,catch cold,wear jeans,take bus,eat cake,make wine,E
00accc9402dbb860382efbe15284f4e7,When a retired person returns to work they likely need to do what?,key,earn money,get out of bed,need money,understand themselves,B
89a3971e3786a598da3057043f787083,Which horseman of the apocalypse is often depicted next to death?,battlefield,the healer.,funeral,war,hospital,D
d32a45ab3b751110d0578a78e54c0e64,Joe bought a bunch of grapes because he likes to use them to top his what?,make wine,shops,deserts,bowl of fruit,sunshine,C
f6c3c03c5e0958485a16c70c0643032c,Where would you find an entrance hall that is used by a single family?,person,large building,school,house,mansion,D
ee01285c0ef15c0f2f5d9a441d2c62e6,"There was a dog, it was barking loudly.  James wasn't scared of it though, because it was confined.  Where might it have been confined to?",backyard,kitchen cupboard,front door,table,park,A
e7f34849ea05388ca0f8f20b634365ac,What does the sky look like on a sunny day?,dark,cloud over,rain water,appear blue,starry,D
e80fb656a4e7a7890d051a5955ceb5da,"The child had never seen a jellyfish in real life, he had only seen them in a what?",pacific ocean,shore,tank,movie,sea,D
1697aefcd4b6f7c0e329e431bb5a95d2,Why do some people choose to not own cars?,cost money,slow down,move people,get to town,cars are cheap,A
8ec4a5cfff8a696d3c6818b31e541d87,"The two were wrestling, having fun and what?",making things,hug,kiss,playing around,constructing,D
c3ccee4a194578113dee174429927695,"If a person has clean laundry in the basement, what will they have to do in order to put it away in the bedroom?",die at home,cross street,climb stairs,make dinner,love objects,C
ccded0c96ee247e5f4175af54b57d15a,Knitting with a group of friends is a great way to do what?,relaxation,carpal tunnel syndrome,talk,have fun,bleeding,D
94c1474c2438654559d45149a9bec8eb,"A traveler from Atlanta wants to meet friends in Hong Kong, so he drives where?",car,bus stop,subway,skateboard,airport,E
f92a15214f4ee700f610af9577ba435b,James thought that giving the AI a secular upbringing would be the better choice.  He felt that the alternative might have results that were too what?,eternal,religious,unpredictable,holy,monastic,C
4d1dacb057d61a7312f1ada6297b1dee,"If someone is watching the professional Tigers play a game at a baseball field, where are they likely?",japan or america,baseball stadium,inside,detroit,country,D
0c7012d3750c76a0d29f659e195c09c0,Diligently taking care of proposals got him good what?,paper work,getting work done,marriage,results,efficiency,D
073789ca6dae04d70f4f1ee4394436c1,Where is likely a safe place to keep money?,pocket,casino,supermarket,on the ground,cash register,E
c516476830399fd695eccb747a0e63f0,What is something you do  in a bank?,make noise,have tea,make time,make payments,take time,D
4dbeeb50a01a3b5c9c76d1052c4b14ea,"Jim enjoyed killing people, but he did it too often and the cops found out.  What might the cops do to him?",going to jail,going to prison,beat him up,get arrested,die,D
11b8384697455c44ada5fd8663c9b383_1,If you're using your reaching advantage on a high cliff what should you be careful not to do?,better negotiating position,fall,victory,being ahead,eat,B
f273f70b5f783466931555d5a391e161,Where are you normally when you take a bath?,greece,hotel room,clothing store,own home,house,D
77b6ba8ec89e4e202c5d1264bf4f220b,Where do you use a ball to knock things down?,bowling alley,pool table,gymnasium,playground,golf,A
3835b21ecc2c5c9317ea73aa57a5bc1c,When you haven't seen someone since they were young and years have passed what has happened to them?,senior,grow,mature,old,aged,E
9e63edabac6be88cdbe0e71f3af82702,What is someone watching a person who is playing guitar doing?,auditioning,hear sounds,listening to music,making music,arthritis,C
2eddf83f508652b9fb4065395943430c,"The mother was punishing her children, she raised her voice to do what to them?",court system,authoritarian,ignore,avoid,yell at,E
a9e2737e7a80877eebd4dc6ab13bb6cf,What could happen after becoming inebriated and then being sent to prison?,paralysis,regret,arrest,nudity,drunkenness,B
c07b311bb92af482c54c6da8777b42d4,What could prevent someone from starting to dance?,becoming tired,sore feet,sweat,wearing beads,having fun,B
41ad126e0cabe9e67d664765d72fbbd8,Sarah put her food in a trash can beside her desk.  Where might she have been?,bus stop,corner,office,park,motel,C
361933fd4ba39941a7e79aa0f1847a88,Sarah was on the 30th floor when the fire started.  That made it difficult for her to escape what?,carpet,hallway,obesity,building,exchange,D
273325ff03af43788ef0c0088b3b3e08,What country has with the capital of Amsterdam has a Fortis bank?,netherlands,utrecht,brussels,belgium,denmark,A
5cc173999089fd11673252a58b8c0feb,"The man went to clown college, he had always want to run away with the what?",circus,carnival,surprise,spoons,party,A
1ca7ce3d7fa8df03b1baddf761647dd0,What is likely to happen immediately a rash killing?,go to the store,going to jail,being imprisoned,feeling of guilt,no longer live,D
48e6d7f33aca2bbb045b8ae51d14a3da,"Sarah didn't want to do bad, but she felt she didn't have what?",honest,worthy,badarse,eat cake,choice,E
2d794c9267ae579e96e25b28c6e42ddd,What does someone need to do to begin creating art?,relax,controversy,pleasure,frustration,needs theater,A
e564c7907e04f7e34dc99a0e7e45fbe3,Bill bought an upright piano but didn't have anywhere to put it because he lived where?,band,music room,college,university,house,C
47384f7c154cc0b0fc8d6aee65f1e777,"He was practicing deep breathing techniques, he had to have great control of his what?",bringing air into body bringing air into lungs,abdominal muscles,bringing air into lungs,air,oxygen,B
3462bf0a059f5b1a7e348db76aaa24bc,What type of corn structure would contain many passageways?,jungle,house,maze,labyrinth,hotel,C
c6b000aa14b2f1dfc7a36d251d425e9a,John knows what environment he can find marmosets in but doesn't know how to find that environment.    What areas of the Americas has the environment he's looking for?,texas,grassy field,south and central america,american tropics,wilderness,C
cc563c7c3e20cef2495bcef261ee9e14,"The restaurant had no business out in the countryside, where should it move to?",canada,building,new york,town,countryside,D
b8fced7d7ee857ec472397187924e5b9,"The extrovert didn't mind talking to the stranger, to him it was half the fun to him of taking public transportation to school and waiting at the what?",town,park,bus station,train station,taxi stand,C
1b099e92284de394dd42a7685e584a55,What is likely the motive for serial killing?,frolicking,investigation,pleasure,punishment,going to jail,C
659c28da25e80df4110a75876528873f,"He got in the bus in Hell and got off at Christmas, it was a fun trip through where?",big cities,new york,university,city,michigan,E
e8a8462d39a914297c7f6aa163bfefd8,Where in a town would you put your shed?,next to the house,keeping things in,backyard,farm yard,ranch,C
3ff447228a51f78915ad6da75a85aa3c,Where would you play a board game with your family?,toy store,home,school,toy shop,shelf,B
cd37f664184ee05ec099080ba2e2dc9f,"If somebody eating breakfast keeps it light, it may be because they don't want to go to work with a what?",have energy,indigestion,better day,stomachache,full stomach,E
1150c828969ffb0b846122894f01fb79,If a frog has to travel a short distance on land it will do what?,walk,jump several feet,swim,hop,leap,D
ee17387dd4b07989289d3bb52af6e1bd,Where is a good place to get a ball?,kitchen,child's hand,street,toy store,soccer game,D
cbb1730b2d530e4d2d13c0a7eb893e76,"He felt embarrassed he spilled his soup bowl, he knew the waiter who had to clean it up because he was at his favorite what?",cabinet,restaurant,apartment,dishwasher,washing machine,B
eac3a4080127e8924034651b57dfa289,"James shaved, but this left a lot of hair where?",arm,person's head,floor,sink,moustache,D
59618a8080157377743e77a2d69699eb,Where can you buy a hairbrush along with bandages?,drugstore,hospital,bedroom,car,house,A
22bbe42c9508a41e98ad7ad14db01991,What will happen if you get warm too much?,feelin guilty,sleep,sweating,feel more comfortable,cuddle,C
edc3df3b6c7613a2c29aad2f137faedf,"An atheist was asked what happens after dying, what was his response?",unable to work,born again,no longer exist,would cease to exist,body decays,C
deb94f5d7064143b5773adfaa9780fa9,"The two teams were competing all the time, what likely developed between them?",accomplishment,enemies,rivalry,friendship,bad blood,C
0995032fb726379500736f03d5f5276f,"James likes listening to after a long and hard day, along with a cool bath.  He finds that it makes him what?",ardor,amusement,fall asleep,feeling better,enlightenment,D
54334a42279b99a75b92052d544e8969,"When he saw begrudgingly the plain landscape of his new home, what type of geography did he miss?",mountain,hatred,gorge,fantastic,cliff,A
5a28ae273ec39360e1b81578215e7eab,"The person sees the messy house that was clean earlier that day, what was the reaction?",thank god,travel to europe,feel upset,happy,spring into action,C
c92c9dc3c0a06bc2d76889dbe2f86ad6,"I love crab, but I don't get much where I live in rural where?",outside,alabama,virginia,cape cod,fish market,C
cf00670689debd15556a03e7b0521a37_1,"The former wrestler wanted to give back, he donated a new main wrestling mat to the what?",bathroom,public,school,living room,house,C
03845b021f06a052df8dc28e96ed3f11,What is a student about to do if they are sitting in front of a number of black and white keys?,talk,read book,play piano,study book,study engineering,C
7c6df5b64de49305eaf2734cafaa44c3,Where can you see a cannon and learn about the past?,war,fort,pirate ship,warship,war museum,E
c12417f68435bc1cff93e36c152dd97b,Sally brought the ball when she visited Scott so that they could do what with it?,bounces,play with,toy,charming,earball,B
e7ca563eabd47c6e14aafb7bd305c4ca,How do the bosses share knowledge in person at work?,meeting,dinner,encyclopedia,class,university,A
0350d9f658e138204aee3cac3c07271a,What the final step for a farmer after making things grow?,flowering,harvesting,planting,blooms,growth,B
1278008039fa7641e518fff2b1124f1a,"If a bum wanted to ride for free, where might he go?",bus depot,train station,beach,bridge,taxi,B
016e308702ae4d69e4db7a113aea046e,"Johnny had a number of tools, including a hammer, which is needed because of his work.  Where might he have worked?",garage,tool box,hardware store,house,repair shop,E
db72e0abb7480904adcb8007dcb6fcd6,Food is usually stored on what in your pantry?,bottom floor,shop,kitchen,shelf,refrigerators,D
e36e6b9022aa91be8f27a994e078a894,What would describe the hands of someone who doesn't do manual labor?,articulate,soft,sign language,graceful,cup water,B
ca94a7a2db2427000631de54f68f251f,He ordered his men to go forth and drive the enemy which way?,straightforth,back and,reverse,forward,backwards,E
cf27007ae83ea19f89e50db475b58443,What could a ticket be used to watch?,movie,baseball stadium,person's hand,train station,shoe,A
7ce69aef26d11e11cac9a8e30d286995,The study showed driving while sleep deprived led to as many what accidents as being drunk?,dangerous,stressful,being followed by,honk the horn,deadly,E
00dc6e53c3715d0050ffb78646cd6c7c,Can you name a good reason for attending school?,get smart,boredom,colds and flu,taking tests,spend time,A
