model,model_id,id,variant_name,paraphrase_level,question_text,gold_answer,raw_output,predicted_answer,correct,original_prediction,consistent_with_original
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,0e64e9c90fcd4f874ed6f8e12e912a09,light_1,light,"The racer got a false start for leaving the line early, the official countdown will now what?",D,E. further delays,E,False,E,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,0e64e9c90fcd4f874ed6f8e12e912a09,light_2,light,The racer got a false start for leaving the line early. Official countdown will now what?,D,E. further delays,E,False,E,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,bb4984cf7a3d64227175efb949f9c210,original,original,Agreeing with someone who you have fun with can lead to what?,E,E. friendship,E,True,E,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,bb4984cf7a3d64227175efb949f9c210,light_1,light,Agreeing with someone with whom you have fun can lead to what?,E,C. harmony,C,False,E,False
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,bb4984cf7a3d64227175efb949f9c210,light_2,light,Agreeing with someone you have fun with can lead to what?,E,E. friendship,E,True,E,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,4af505b05f7ebf0d26a8e8005b09d1a5,original,original,"The person was having a difficult time understanding the computer program, they were beginning to what?",C,E. think logically,E,False,E,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,4af505b05f7ebf0d26a8e8005b09d1a5,light_1,light,"The person had a difficult time understanding the computer program, they were beginning to what?",C,E. think logically,E,False,E,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,4af505b05f7ebf0d26a8e8005b09d1a5,light_2,light,The person had a difficult time understanding the computer program; they were beginning what?,C,E. think logically,E,False,E,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,4af505b05f7ebf0d26a8e8005b09d1a5,light_3,light,"The person was having a difficult time understanding the computer program, they were beginning what?",C,E. think logically,E,False,E,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,28262239b1efb79353bb89a7c0d8fa2e,original,original,What would be a good name for a small dog?,C,E. fur,E,False,E,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,4de19cbe4488c72fc8b3871e1d906224,original,original,What signals when an animal has received an injury?,B,B. feel pain,B,True,B,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,4de19cbe4488c72fc8b3871e1d906224,light_1,light,What signals are received when an animal has received an injury?,B,B. feel pain,B,True,B,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,af53e06ab51bb5c717d87fad976932b0,original,original,John listened to music when he needed to focus.  It helped him achieve what?,E,E. quiet mind,E,True,E,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,af53e06ab51bb5c717d87fad976932b0,light_1,light,John listened to music when he needed to focus and it helped him achieve what?,E,E. quiet mind,E,True,E,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,af53e06ab51bb5c717d87fad976932b0,light_2,light,"John listened to music when he needed to focus, which helped him achieve what?",E,E. quiet mind,E,True,E,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,af53e06ab51bb5c717d87fad976932b0,light_3,light,John listened to music when he needed to focus and it helped him to achieve what?,E,E. quiet mind,E,True,E,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,d5b4a080826e1ce62b49c1736f63d951,original,original,What eastern continent would you travel to in order to see a gazelle in their disneyland's zoo?,E,E. asia,E,True,E,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,d5b4a080826e1ce62b49c1736f63d951,light_1,light,What eastern continent would you travel to see a gazelle in their disneyland zoo?,E,E. asia,E,True,E,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,405b057a8124e167598528a39b38d100,original,original,What is a useful activity when experiencing loneliness?,D,D. socialize,D,True,D,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,405b057a8124e167598528a39b38d100,light_1,light,What is a useful activity when you experience loneliness?,D,D. socialize,D,True,D,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,f6004bf17ef943d41f6773d2cc606754,original,original,Where does a human go to be lifted and carried off?,E,E. airport,E,True,E,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,bdbe96bc8b17592038dfb05eab4296e7,original,original,Who will be voted as the most likely to be successful?,C,E. corrupt,E,False,E,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,bdbe96bc8b17592038dfb05eab4296e7,light_1,light,Who will be voted the most likely to be successful?,C,E. corrupt,E,False,E,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,bdbe96bc8b17592038dfb05eab4296e7,light_2,light,Who will be voted as most likely to be successful?,C,E. corrupt,E,False,E,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,a8f3e425bdcf385ef10bfea7fc95241f,original,original,How do you signal that you are agreeing with someone on a deal?,C,D. nod and smile,D,False,D,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,a8f3e425bdcf385ef10bfea7fc95241f,light_1,light,How do you signal that you are agreeing to a deal with someone?,C,C. shaking hand,C,True,D,False
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,a8f3e425bdcf385ef10bfea7fc95241f,light_2,light,How do you signal that you are acquiescing to a deal with someone?,C,D. nod and smile,D,False,D,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,a8f3e425bdcf385ef10bfea7fc95241f,light_3,light,How do you signal that you are announcing a deal with someone?,C,E. whistle,E,False,D,False
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,c43d32fb522e64bdb3bef326643726cc,original,original,What is a fast but expensive way to send small cargo?,A,A.,A,True,A,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,2af2d08ea5c4ff66898f8fe890126b4b,original,original,The insects were bigger this time.  They were exposed to a significant level of DDT. How were they exposed?,B,E. detestable,E,False,E,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,2af2d08ea5c4ff66898f8fe890126b4b,light_1,light,The insects were bigger this time and were exposed to a significant amount of DDT - How were they exposed?,B,E. detestable,E,False,E,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,2af2d08ea5c4ff66898f8fe890126b4b,light_2,light,"This time the insects were bigger, they were exposed to a significant amount of DDT. How were they exposed?",B,E. detestable,E,False,E,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,2af2d08ea5c4ff66898f8fe890126b4b,light_3,light,"This time, the insects were larger because they were exposed to a significant amount of DDT. How were they exposed?",B,E. detestable,E,False,E,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,a1172a5e24c8850ad6f040d8190b0082,original,original,John and George are camping together.  They're sitting around a pile of sticks and john is lighting a match.  Why is john lighting a match?,C,C. make fire,C,True,C,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,a1172a5e24c8850ad6f040d8190b0082,light_1,light,"John and George are camping together, sitting around a pile of sticks and john is lighting a match - why is john lighting a match?",C,E. frustration,E,False,C,False
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,a1172a5e24c8850ad6f040d8190b0082,light_2,light,"John and George are camping together, they are sitting around a pile of sticks and john is lighting a match. Why is john lighting a match?",C,C. make fire,C,True,C,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,a1172a5e24c8850ad6f040d8190b0082,light_3,light,"John and George are camping together, they sit around a pile of sticks and john is lighting a match. Why is john lighting a match?",C,C. make fire,C,True,C,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,7f5015d85e64fec99c487e598c1aacbb,original,original,"The padding was covered with mold, he never would've seen it if he didn't pull up the what?",B,E. cellar,E,False,E,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,7f5015d85e64fec99c487e598c1aacbb,light_1,light,The padding was covered with mold - he would never have seen it if he didn't pull up the what?,B,E. cellar,E,False,E,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,7f5015d85e64fec99c487e598c1aacbb,light_2,light,"The padding was covered with mold, he would never have seen it if he didn't pull the what up?",B,E. cellar,E,False,E,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,7f5015d85e64fec99c487e598c1aacbb,light_3,light,"The padding was covered with mold, he would have never seen it if he did not pull the what?",B,E. cellar,E,False,E,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,1851f5d560962ba4ae8c35bae8189a0b_1,original,original,"The poet needed to write about his distant past, where did he have to go to do so?",D,D. home,D,True,D,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,1851f5d560962ba4ae8c35bae8189a0b_1,light_1,light,"The poet had to write about his distant past, where did he have to go to do that?",D,D. home,D,True,D,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,1851f5d560962ba4ae8c35bae8189a0b_1,light_2,light,"The poet had to write about his distant past, where did he have to go to do so?",D,D. home,D,True,D,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,1851f5d560962ba4ae8c35bae8189a0b_1,light_3,light,"The poet had to write about his distant past, where did he go to do so?",D,D. home,D,True,D,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,2a0085e34c1dc933c8ed6d5a4b807011,original,original,Where can you find someone's number written on paper?,E,E. phonebook,E,True,E,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,2a0085e34c1dc933c8ed6d5a4b807011,light_1,light,Where can you find someone's number on paper?,E,E. phonebook,E,True,E,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,b03228239f1ef24731a92e538d046a2f,original,original,What do you put around a garden to keep animals out?,B,B. fence,B,True,B,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,b03228239f1ef24731a92e538d046a2f,light_1,light,What do you put around a garden to keep the animals out?,B,B. fence,B,True,B,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,c18a219afcfa6599be70ef18840add76,original,original,"The crab was feeling cold in the water, where was he stuck?",E,E. north sea,E,True,E,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,c18a219afcfa6599be70ef18840add76,light_1,light,"The crab felt cold in the water, where was he stuck?",E,E. north sea,E,True,E,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,c18a219afcfa6599be70ef18840add76,light_2,light,"The crab was cold in the water, where was he stuck?",E,E. north sea,E,True,E,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,77dcb8055cf94ee8fd423c20d907aea6,original,original,After hitting the bootle all night what would come to me the next day,E,E. hangover,E,True,E,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,77dcb8055cf94ee8fd423c20d907aea6,light_1,light,After hitting the bootle all night what would come to me the next day?,E,E. hangover,E,True,E,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,1234e5e8a62754a28379398a82be3f9d,original,original,"The person took a ibuprofen after experiencing a headache, what happened to him next?",A,A.,A,True,A,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,1234e5e8a62754a28379398a82be3f9d,light_1,light,"After a headache the person took ibuprofen, what happened next to him?",A,A.,A,True,A,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,1234e5e8a62754a28379398a82be3f9d,light_2,light,"After experiencing a headache, the person took ibuprofen - what happened to him next?",A,A.,A,True,A,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,1234e5e8a62754a28379398a82be3f9d,light_3,light,"After the person took ibuprofen after experiencing a headache, what happened to him next?",A,A.,A,True,A,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,611ee61036915ceaf60ea81a5d0acb02,original,original,What would an adult woman do to get ready for work?,E,E. dress herself,E,True,E,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,611ee61036915ceaf60ea81a5d0acb02,light_1,light,What would an adult woman do to prepare for work?,E,E. dress herself,E,True,E,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,59af676a5e79ad28bb77df03ce81c28a,original,original,"The nice lady nursed the injured and abandoned cat back to health, after recovery it went on to what?",D,E. meow,E,False,E,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,59af676a5e79ad28bb77df03ce81c28a,light_1,light,The nice lady nursed the injured and abandoned cat back to health; after recovery it went to what?,D,E. meow,E,False,E,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,564adfa66fa181537fd0a7eddf63323c,original,original,What could cause you to stop before running twenty six miles?,D,E. breath,E,False,E,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,564adfa66fa181537fd0a7eddf63323c,light_1,light,What could cause you to stop before running twenty-six miles?,D,E. breath,E,False,E,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,1a4dcb683ce68395467d42bf391d3147,original,original,Colorado is two states away from the border with what nation?,B,E. Texas,E,False,E,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,1a4dcb683ce68395467d42bf391d3147,light_1,light,Colorado is two states away from the border with which nation?,B,E. Texas,E,False,E,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,27bc438b584863ca1c5609f950fed7aa,original,original,What can a manufacturer experience when people are constantly buying products?,A,A. economic boom,A,True,A,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,27bc438b584863ca1c5609f950fed7aa,light_1,light,What can a manufacturer experience when people buy products constantly?,A,E. spending money,E,False,A,False
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,d581e0ad6a4c89465dc1a527bd2d3f77_1,original,original,"The trainer disregarded the disability in his client, what did the trainer actually see?",C,E. low income,E,False,E,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,d581e0ad6a4c89465dc1a527bd2d3f77_1,light_1,light,"The trainer did not look at the disability in his client, what did the trainer actually see?",C,A. competency,A,False,E,False
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,d581e0ad6a4c89465dc1a527bd2d3f77_1,light_2,light,"The trainer did not regard the disability in his client, what did the trainer actually see?",C,E. low income,E,False,E,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,d581e0ad6a4c89465dc1a527bd2d3f77_1,light_3,light,"The trainer did not consider the disability in his client, what did the trainer actually see?",C,A. competency,A,False,E,False
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,cf739655a4df2c6a5a1bef3d7d26273c,original,original,Where would a woman store her leg razor?,E,E. medicine cabinet,E,True,E,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,cf739655a4df2c6a5a1bef3d7d26273c,light_1,light,Wo would a woman store her leg razor?,E,E. medicine cabinet,E,True,E,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,1913b9681c0b956c65defcaf94c4195c,original,original,If you are jogging all day what is likely to happen?,E,E. being tired,E,True,E,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,1913b9681c0b956c65defcaf94c4195c,light_1,light,What is likely to happen if you jog all day?,E,A,A,False,E,False
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,1913b9681c0b956c65defcaf94c4195c,light_2,light,What is likely to happen if you are jogging all day?,E,A,A,False,E,False
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,1913b9681c0b956c65defcaf94c4195c,light_3,light,What is likely to happen if you are running all day?,E,E. being tired,E,True,E,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,91fb266c29d5b9dbb0288adc98a629c1,original,original,What may you feel after standing in line for a long time and not getting what you were after?,A,E. disappointed,E,False,E,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,91fb266c29d5b9dbb0288adc98a629c1,light_1,light,What might you feel after standing in line for a long time and not getting what you were after?,A,E. disappointed,E,False,E,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,91fb266c29d5b9dbb0288adc98a629c1,light_2,light,What may you feel after standing in line for long and not getting what you were after?,A,E. disappointed,E,False,E,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,91fb266c29d5b9dbb0288adc98a629c1,light_3,light,What may you feel after standing in line for long time and not getting what you were after?,A,E. disappointed,E,False,E,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,20ceea5a0c7e375238fa481bad42c5ca,original,original,"The man didn't like getting out of bed and stepping on the cold tile, so where did he put carpeting?",B,E. gym,E,False,E,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,20ceea5a0c7e375238fa481bad42c5ca,light_1,light,"The man did not like to get out of bed and stepping on the cold tile, so where did he put carpeting?",B,B. bedroom,B,True,E,False
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,20ceea5a0c7e375238fa481bad42c5ca,light_2,light,"The man did not like getting out of bed and stepping on the cold tile, so where did he put carpeting?",B,E. gym,E,False,E,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,20ceea5a0c7e375238fa481bad42c5ca,light_3,light,The man didn't like getting out of bed and stepping on the cold tile so where did he put the carpeting?,B,E. gym,E,False,E,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,b92f52caa4067d0e64f163a5fa280a9a,original,original,"The lizard frightened the hiker, it's movements made what rustle?",E,E. bushes,E,True,E,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,b92f52caa4067d0e64f163a5fa280a9a,light_1,light,"The lizard scared the hiker, its movements made what rustle?",E,E. bushes,E,True,E,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,db2c7d0528e1f38faa8e27579ed5a7c2,original,original,"She began to play violin at a young age, she had a passion to do what?",D,E. tune,E,False,E,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,db2c7d0528e1f38faa8e27579ed5a7c2,light_1,light,"At a young age she began to play violin, she had a passion to do what?",D,E. tune,E,False,E,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,db2c7d0528e1f38faa8e27579ed5a7c2,light_2,light,"At a young age she began to play the violin, she had a passion to do what?",D,E. tune,E,False,E,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,db2c7d0528e1f38faa8e27579ed5a7c2,light_3,light,She began to play violin at a young age and had a passion to do what?,D,E. tune,E,False,E,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,d0ee686c19689e5da9caafa3d8f8942f,original,original,When you're telling many people about something you will need to do what to address them?,B,B. speak,B,True,B,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,d0ee686c19689e5da9caafa3d8f8942f,light_1,light,"When you tell many people about something, you will need to do what to address them?",B,B. speak,B,True,B,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,d0ee686c19689e5da9caafa3d8f8942f,light_2,light,"When you are telling many people about something, you will need to do what to address them?",B,B. speak,B,True,B,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,d0ee686c19689e5da9caafa3d8f8942f,light_3,light,"When you tell many people about something, what do you need to do to address it?",B,B. speak,B,True,B,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,ff7ca9c294f1bba7900a35669b4b6163,original,original,"If you didn't find any plants on another planet, where might you look to find some?",A,E. ice burg,E,False,E,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,ff7ca9c294f1bba7900a35669b4b6163,light_1,light,"If you didn't find any plants on another planet, where would you look to find some?",A,E. ice burg,E,False,E,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,ff7ca9c294f1bba7900a35669b4b6163,light_2,light,"If you didn't find any plants on another planet, where could you look to find some?",A,E. ice burg,E,False,E,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,ff7ca9c294f1bba7900a35669b4b6163,light_3,light,"If you did not find any plants on another planet, where would you look to find some?",A,E. ice burg,E,False,E,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,7c67ad88467380f15575908e70cbbaf3,original,original,In what environment would you expect to find a shark?,B,B. deep ocean,B,True,B,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,bdc9b7ade6681c80c16dd927c9ae3e56,original,original,"The laughable senator tried to blame video games and use television, but those things don't make somebody what?",D,E. switch on,E,False,E,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,bdc9b7ade6681c80c16dd927c9ae3e56,light_1,light,"The laughable senator tried to blame video games and use television, but those things don't make anyone what?",D,E. switch on,E,False,E,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,bdc9b7ade6681c80c16dd927c9ae3e56,light_2,light,"The laughable senator tried to blame video games and use television, but those things don't make someone what?",D,E. switch on,E,False,E,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,bdc9b7ade6681c80c16dd927c9ae3e56,light_3,light,"The laughable senator tried to blame video games and television use, but those things don't make anyone what?",D,E. switch on,E,False,E,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,e7457fa7c80252d315a0d432791d9296,original,original,Joe began setting the cup on the table after Bill asked him to do what to it?,A,A. put down,A,True,A,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,e7457fa7c80252d315a0d432791d9296,light_1,light,Joe began to set the cup on the table after Bill asked him to do what to it?,A,A. put down,A,True,A,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,e7457fa7c80252d315a0d432791d9296,light_2,light,Joe began putting the cup on the table after Bill asked him to do what to it?,A,A. put down,A,True,A,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,e7457fa7c80252d315a0d432791d9296,light_3,light,Joe began to place the cup on the table after Bill asked him to do what to it?,A,A. put down,A,True,A,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,e28492cfe62fa4a3d39ee10915e2986f,original,original,John thought that there was no conflict between religion and what?,E,E. science,E,True,E,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,e28492cfe62fa4a3d39ee10915e2986f,light_1,light,John thought there was no conflict between religion and what?,E,E. science,E,True,E,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,ba5e0c216e15e43dfb9e36bfcca74839,original,original,Where would you put a fire extinguisher if you do not have any large doors in your house and your house only has one floor?,D,E. outside,E,False,E,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,ba5e0c216e15e43dfb9e36bfcca74839,light_1,light,Where would you put a fire extinguisher if you do not have any large doors in your house and your house has only one floor?,D,E. outside,E,False,E,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,f79e55cf440af140f08bc706c9bad277,original,original,In what area will excavation for new roads will cause traffic jams?,B,B. city,B,True,B,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,f79e55cf440af140f08bc706c9bad277,light_1,light,In what area will excavation for new roads cause traffic jams?,B,B. city,B,True,B,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,3a50c01dd53dfede034c7a651f5d1b53,original,original,What building has a ot of glue bottles?,E,E. school,E,True,E,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,8227808601990c553880652de6742ee4,original,original,"His bare arms were flexing as he carried the wood inside, what was the status of his grasp?",D,E. ample,E,False,E,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,dba150ee55863da131c32099d7d354ba,original,original,"There was a surplus of condos due to the overuse of space in the area, where were the condos located?",E,E. suburbia,E,True,E,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,8afe2512b2dce81c87d4f8c4b77d5523,original,original,"John didn't know what to get for anyone. Buying Christmas presents was stressful for him, and finishing was whaat?",A,E. debt,E,False,E,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,8afe2512b2dce81c87d4f8c4b77d5523,light_2,light,"John didn't know what to get for anyone, Christmas presents were stressful for him and finishing was whaat?",A,E. debt,E,False,E,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,8afe2512b2dce81c87d4f8c4b77d5523,light_3,light,John didn't know what to buy for anyone; Buying Christmas presents was stressful for him and finishing was whaat?,A,E. debt,E,False,E,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,48f97037c22ef4f7965f3205e25a890c,original,original,"The child was asked where his ear is, what did the child respond with?",D,A. person's head,A,False,A,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,48f97037c22ef4f7965f3205e25a890c,light_1,light,"The child was asked where his ear is, with what did the child respond?",D,A. person's head,A,False,A,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,48f97037c22ef4f7965f3205e25a890c,light_2,light,The child was asked where his ear is and what did the child respond with?,D,A. person's head,A,False,A,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,48f97037c22ef4f7965f3205e25a890c,light_3,light,The child was asked where his ear is and what did the child respond to?,D,A. person's head,A,False,A,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,0c7fbd3c7fdcb5eb691976cb9bdb19c9,original,original,Where would you be going if using a parking lot near a roller coaster?,D,E. urban area,E,False,E,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,0c7fbd3c7fdcb5eb691976cb9bdb19c9,light_1,light,Where would you be if you were using a parking lot near a roller coaster?,D,E. urban area,E,False,E,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,0c7fbd3c7fdcb5eb691976cb9bdb19c9,light_2,light,Where would you be if you used a parking lot near a roller coaster?,D,E. urban area,E,False,E,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,0c7fbd3c7fdcb5eb691976cb9bdb19c9,light_3,light,Wo would you be if you were using a parking lot near a roller coaster?,D,E. urban area,E,False,E,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,187ced3bfbd947460be223da68c7fe59,original,original,Where did the two best friends end up having a slumber party?,D,E. school,E,False,E,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,187ced3bfbd947460be223da68c7fe59,light_1,light,Wo did the two best friends end up having a slumber party?,D,E. school,E,False,E,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,01222aa87ada7283129f7662cc0c4c5b,original,original,"Family is always the best for devotion, but it is also nice if a person has what?",D,E. shoes,E,False,E,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,01222aa87ada7283129f7662cc0c4c5b,light_1,light,"The family is always the best for devotion, but it is also nice if a person has what?",D,E. shoes,E,False,E,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,eb3b5528b15b4fc9bd9571514f53ad1d,original,original,They party animals starting drinking in the evening and weren't done until when?,E,D. night,D,False,D,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,eb3b5528b15b4fc9bd9571514f53ad1d,light_1,light,They started drinking in the evening and weren't done until when?,E,B. dusk,B,False,D,False
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,eb3b5528b15b4fc9bd9571514f53ad1d,light_2,light,They party animals started drinking in the evening and were not done until when?,E,D. night,D,False,D,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,eb3b5528b15b4fc9bd9571514f53ad1d,light_3,light,They started drinking in the evening and were not done until when?,E,B. dusk,B,False,D,False
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,b67f97a3fd9f4025d34f927a7a616512,original,original,When black and white balls are kicked with feet what is being played?,E,E. soccer game,E,True,E,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,b67f97a3fd9f4025d34f927a7a616512,light_1,light,What is played when black and white balls are kicked with feet?,E,E. soccer game,E,True,E,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,b67f97a3fd9f4025d34f927a7a616512,light_2,light,What happens when black and white balls are kicked with feet?,E,E. soccer game,E,True,E,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,f0b055354e5abab5481df9d8c61d4826,original,original,What city in the middle east is known for a temple?,A,A.,A,True,A,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,f0b055354e5abab5481df9d8c61d4826,light_1,light,What city is known in the Middle East for a temple?,A,A.,A,True,A,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,97d8a3873fe0d0362b6ec38dcd71d186,original,original,"Sally loved shopping and she hated it.  She loved getting what she wanted, and she never bought to much, but it was still painful for her to buy, because she hated any what?",C,E. new shoes,E,False,E,True
